CLASS, VARIABLE, TYPE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.batik.ext.awt.image.CompositeRule, k3, float, 0, 0, 0, 9
org.apache.batik.ext.awt.image.CompositeRule, rule, int, 8, 9, 9, 9
org.apache.batik.ext.awt.image.CompositeRule, k4, float, 0, 0, 0, 9
org.apache.batik.gvt.font.GVTGlyphMetrics, gm, java.awt.font.GlyphMetrics, 6569, 6303, 6303, 6303
org.apache.batik.gvt.font.GVTGlyphMetrics, verticalAdvance, float, 3586, 6303, 6303, 6303
org.apache.batik.dom.svg.SVGOMEllipseElement, cx, org.apache.batik.dom.svg.SVGOMAnimatedLength, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, cy, org.apache.batik.dom.svg.SVGOMAnimatedLength, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, rx, org.apache.batik.dom.svg.SVGOMAnimatedLength, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, ry, org.apache.batik.dom.svg.SVGOMAnimatedLength, 6, 6, 6, 6
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegMovetoLinetoItem, this$0, org.apache.batik.dom.svg.AbstractSVGPathSegList, 0, 46541, 46541, 46541
org.apache.batik.dom.util.HashTableStack$Link, next, org.apache.batik.dom.util.HashTableStack$Link, 13, 8, 8, 8
org.apache.batik.dom.util.HashTableStack$Link, defaultStr, java.lang.String, 5, 5, 5, 8
org.apache.batik.dom.util.HashTableStack$Link, pushCount, int, 0, 8, 8, 8
org.apache.batik.dom.util.HashTableStack$Link, table, org.apache.batik.dom.util.HashTable, 0, 8, 8, 8
org.apache.batik.ext.awt.image.renderable.AffineRable8Bit, invAffine, java.awt.geom.AffineTransform, 2, 1, 1, 1
org.apache.batik.ext.awt.image.renderable.AffineRable8Bit, affine, java.awt.geom.AffineTransform, 2, 1, 1, 1
org.apache.batik.dom.svg.SVGOMAnimatedLength, defaultValue, java.lang.String, 0, 221, 221, 221
org.apache.batik.ext.awt.image.rendered.ComponentTransferRed, operation, java.awt.image.LookupOp, 1, 1, 1, 1
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, r2, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, type, short, 49699, 49685, 49699, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, letter, java.lang.String, 0, 49685, 49685, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, this$0, org.apache.batik.dom.svg.AbstractSVGPathSegList, 0, 49685, 49685, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, x, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, y1, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, y, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, x1, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, y2, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, angle, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, x2, float, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, largeArcFlag, boolean, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, sweepFlag, boolean, 0, 0, 0, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, r1, float, 0, 0, 0, 49699
org.apache.batik.css.engine.value.StringValue, unitType, short, 26216, 423, 423, 423
org.apache.batik.css.engine.value.StringValue, value, java.lang.String, 20673, 423, 423, 423
org.apache.batik.bridge.BridgeContext, eventListenerSet, java.util.Set, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, animatedAttributeListener, org.apache.batik.dom.svg.AnimatedAttributeListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, viewportMap, java.util.Map, 8, 3, 3, 3
org.apache.batik.bridge.BridgeContext, nodeElementMap, java.util.Map, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, primaryContext, org.apache.batik.bridge.BridgeContext, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, childContexts, java.util.HashSet, 3, 3, 3, 3
org.apache.batik.bridge.BridgeContext, document, org.w3c.dom.Document, 16, 3, 3, 3
org.apache.batik.bridge.BridgeContext, animationLimitingAmount, float, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, documentSize, java.awt.geom.Dimension2D, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, defaultBridge, org.apache.batik.bridge.Bridge, 5, 0, 3, 3
org.apache.batik.bridge.BridgeContext, domNodeInsertedEventListener, org.w3c.dom.events.EventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, domNodeRemovedEventListener, org.w3c.dom.events.EventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, cursorManager, org.apache.batik.bridge.CursorManager, 0, 3, 3, 3
org.apache.batik.bridge.BridgeContext, namespaceURIMap, java.util.Map, 9189, 3, 3, 3
org.apache.batik.bridge.BridgeContext, elementDataMap, java.util.Map, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, interpreterPool, org.apache.batik.script.InterpreterPool, 0, 3, 3, 3
org.apache.batik.bridge.BridgeContext, isSVG12, boolean, 4725, 3, 3, 3
org.apache.batik.bridge.BridgeContext, domAttrModifiedEventListener, org.w3c.dom.events.EventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, fontFamilyMap, java.util.Map, 914, 6, 3, 3
org.apache.batik.bridge.BridgeContext, animationLimitingMode, int, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, dynamicStatus, int, 6428, 3, 3, 3
org.apache.batik.bridge.BridgeContext, gvtBuilder, org.apache.batik.bridge.GVTBuilder, 46, 3, 3, 3
org.apache.batik.bridge.BridgeContext, userAgent, org.apache.batik.bridge.UserAgent, 3153, 3, 3, 3
org.apache.batik.bridge.BridgeContext, xblManager, org.apache.batik.dom.xbl.XBLManager, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, cssPropertiesChangedListener, org.apache.batik.css.engine.CSSEngineListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, documentLoader, org.apache.batik.bridge.DocumentLoader, 37, 3, 3, 3
org.apache.batik.bridge.BridgeContext, viewportStack, java.util.List, 44, 6, 3, 3
org.apache.batik.bridge.BridgeContext, focusManager, org.apache.batik.bridge.FocusManager, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, extensions, java.util.List, 6, 6, 3, 3
org.apache.batik.bridge.BridgeContext, textPainter, org.apache.batik.gvt.TextPainter, 212, 0, 3, 3
org.apache.batik.bridge.BridgeContext, interpreterMap, java.util.Map, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, domCharacterDataModifiedEventListener, org.w3c.dom.events.EventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, animationEngine, org.apache.batik.bridge.SVGAnimationEngine, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, elementNodeMap, java.util.Map, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, updateManager, org.apache.batik.bridge.UpdateManager, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, reservedNamespaceSet, java.util.Set, 5, 0, 3, 3
org.apache.batik.bridge.UnitProcessor$DefaultContext, e, org.w3c.dom.Element, 0, 4731, 4731, 4731
org.apache.batik.bridge.UnitProcessor$DefaultContext, ctx, org.apache.batik.bridge.BridgeContext, 0, 4731, 4731, 4731
org.apache.batik.ext.awt.image.rendered.LRUCache, maxSize, int, 0, 2, 1, 1
org.apache.batik.ext.awt.image.rendered.LRUCache, used, org.apache.batik.util.DoublyLinkedList, 74, 2, 1, 1
org.apache.batik.ext.awt.image.rendered.LRUCache, free, org.apache.batik.util.DoublyLinkedList, 162, 2, 1, 1
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, strings, java.util.List, 478, 212, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, count, int, 454, 450, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, length, int, 1364, 450, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, attributes, java.util.List, 448, 212, 212, 212
org.apache.batik.util.ParsedURLData, path, java.lang.String, 368, 142, 11, 28
org.apache.batik.util.ParsedURLData, protocol, java.lang.String, 384, 142, 13, 28
org.apache.batik.util.ParsedURLData, ref, java.lang.String, 146, 142, 25, 28
org.apache.batik.util.ParsedURLData, port, int, 108, 142, 13, 28
org.apache.batik.util.ParsedURLData, stream, java.io.InputStream, 11, 93, 10, 28
org.apache.batik.util.ParsedURLData, host, java.lang.String, 261, 213, 13, 28
org.apache.batik.util.ParsedURLData, contentEncoding, java.lang.String, 0, 71, 1, 28
org.apache.batik.util.ParsedURLData, contentTypeCharset, java.lang.String, 0, 0, 0, 28
org.apache.batik.util.ParsedURLData, contentType, java.lang.String, 6, 71, 4, 28
org.apache.batik.util.ParsedURLData, hasBeenOpened, boolean, 3, 82, 10, 28
org.apache.batik.util.ParsedURLData, contentTypeMediaType, java.lang.String, 0, 0, 0, 28
org.apache.batik.css.engine.value.ListValue, length, int, 458, 116, 57, 57
org.apache.batik.css.engine.value.ListValue, items, [Lorg.apache.batik.css.engine.value.Value;, 686, 57, 57, 57
org.apache.batik.css.engine.value.ListValue, separator, char, 0, 57, 57, 57
org.apache.batik.parser.LengthParser, lengthHandler, org.apache.batik.parser.LengthHandler, 1180, 920, 672, 672
org.apache.crimson.parser.ExternalEntity, systemId, java.lang.String, 3, 0, 3, 3
org.apache.crimson.parser.ExternalEntity, notation, java.lang.String, 0, 0, 0, 3
org.apache.crimson.parser.ExternalEntity, publicId, java.lang.String, 3, 0, 3, 3
org.apache.crimson.parser.ExternalEntity, verbatimSystemId, java.lang.String, 0, 0, 0, 3
org.dacapo.harness.TeeOutputStream, toScreen, boolean, 348, 4, 2, 2
org.dacapo.harness.TeeOutputStream, log, java.io.OutputStream, 1052, 8, 2, 2
org.dacapo.harness.TeeOutputStream, logFile, java.io.File, 4, 2, 2, 2
org.dacapo.harness.TeeOutputStream, version, int, 0, 2, 2, 2
org.apache.batik.util.ParsedURL, data, org.apache.batik.util.ParsedURLData, 256, 71, 24, 24
org.apache.batik.util.ParsedURL, userAgent, java.lang.String, 14, 0, 9, 24
org.apache.batik.util.io.StringNormalizingReader, next, int, 650190, 323782, 2626, 2626
org.apache.batik.util.io.StringNormalizingReader, string, java.lang.String, 323782, 2626, 2626, 2626
org.apache.batik.util.io.StringNormalizingReader, line, int, 0, 2626, 2626, 2626
org.apache.batik.util.io.StringNormalizingReader, length, int, 326408, 2626, 2626, 2626
org.apache.batik.util.io.StringNormalizingReader, column, int, 0, 0, 0, 2626
org.apache.batik.dom.AbstractDocument$IdSoftRef, this$0, org.apache.batik.dom.AbstractDocument, 0, 43, 43, 43
org.apache.batik.dom.AbstractDocument$IdSoftRef, id, java.lang.String, 0, 43, 43, 43
org.apache.batik.dom.AbstractDocument$IdSoftRef, list, java.util.List, 0, 0, 0, 43
org.apache.crimson.parser.Parser2$NameCacheEntry, next, org.apache.crimson.parser.Parser2$NameCacheEntry, 0, 0, 0, 133
org.apache.crimson.parser.Parser2$NameCacheEntry, name, java.lang.String, 0, 0, 0, 133
org.apache.crimson.parser.Parser2$NameCacheEntry, chars, [C, 36463, 0, 87, 133
org.apache.batik.dom.svg.SVGOMAnimatedPreserveAspectRatio, baseVal, org.apache.batik.dom.svg.SVGOMAnimatedPreserveAspectRatio$BaseSVGPARValue, 20, 5, 5, 15
org.apache.batik.dom.svg.SVGOMAnimatedPreserveAspectRatio, animVal, org.apache.batik.dom.svg.SVGOMAnimatedPreserveAspectRatio$AnimSVGPARValue, 10, 5, 5, 15
org.apache.batik.dom.svg.SVGOMAnimatedPreserveAspectRatio, changing, boolean, 0, 0, 0, 15
org.apache.batik.bridge.SVGUseElementBridge, l, org.apache.batik.bridge.SVGUseElementBridge$ReferencedElementMutationListener, 0, 0, 0, 3
org.apache.batik.bridge.SVGUseElementBridge, subCtx, org.apache.batik.bridge.BridgeContext, 0, 0, 0, 3
jdk.internal.org.objectweb.asm.ByteVector, data, [B, 17082, 764, 475, 475
jdk.internal.org.objectweb.asm.ByteVector, length, int, 9628, 8252, 475, 475
org.apache.batik.ext.awt.image.PadMode, mode, int, 0, 3, 3, 3
org.apache.batik.dom.svg.SVGOMStyleElement, styleSheet, org.apache.batik.css.engine.StyleSheet, 4740, 2, 2, 2
org.apache.batik.dom.svg.SVGOMStyleElement, domCharacterDataModifiedListener, org.w3c.dom.events.EventListener, 2, 2, 2, 2
org.apache.batik.dom.svg.SVGOMStyleElement, sheet, org.w3c.dom.stylesheets.StyleSheet, 0, 0, 0, 2
org.apache.batik.ext.awt.image.renderable.GaussianBlurRable8Bit, stdDeviationY, double, 2, 1, 1, 1
org.apache.batik.ext.awt.image.renderable.GaussianBlurRable8Bit, stdDeviationX, double, 2, 1, 1, 1
org.xml.sax.helpers.NamespaceSupport, contextPos, int, 25408, 5645, 3, 3
org.xml.sax.helpers.NamespaceSupport, currentContext, org.xml.sax.helpers.NamespaceSupport$Context, 19516, 5661, 3, 3
org.xml.sax.helpers.NamespaceSupport, contexts, [Lorg.xml.sax.helpers.NamespaceSupport$Context;, 14124, 3, 3, 3
org.xml.sax.helpers.NamespaceSupport, namespaceDeclUris, boolean, 0, 3, 3, 3
org.apache.batik.dom.svg.AbstractSVGAnimatedLength$BaseSVGLength, valid, boolean, 240, 220, 220, 220
org.apache.batik.dom.svg.AbstractSVGAnimatedLength$BaseSVGLength, this$0, org.apache.batik.dom.svg.AbstractSVGAnimatedLength, 942, 220, 220, 220
org.apache.batik.dom.GenericCDATASection, readonly, boolean, 3, 0, 3, 3
org.apache.batik.dom.events.EventSupport, node, org.apache.batik.dom.AbstractNode, 0, 2, 2, 2
org.apache.batik.dom.events.EventSupport, capturingListeners, org.apache.batik.dom.util.HashTable, 0, 0, 0, 2
org.apache.batik.dom.events.EventSupport, bubblingListeners, org.apache.batik.dom.util.HashTable, 4, 2, 2, 2
org.apache.batik.dom.svg.SVGOMRectElement$1, this$0, org.apache.batik.dom.svg.SVGOMRectElement, 27, 28, 28, 28
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, layout, org.apache.batik.gvt.text.TextSpanLayout, 2618, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, aci, java.text.AttributedCharacterIterator, 2618, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, lengthAdjust, java.lang.Integer, 238, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, this$0, org.apache.batik.gvt.renderer.StrokingTextPainter, 0, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, length, java.lang.Float, 238, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, firstRunInChunk, boolean, 2856, 238, 238, 238
org.apache.batik.gvt.renderer.StrokingTextPainter$TextRun, anchorType, int, 238, 476, 238, 238
org.apache.batik.dom.svg.SVGOMRectElement$2, this$0, org.apache.batik.dom.svg.SVGOMRectElement, 27, 28, 28, 28
org.apache.batik.ext.awt.image.rendered.TileBlock, xOff, int, 15, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, w, int, 24, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, h, int, 27, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, occY, int, 3, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, occX, int, 3, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, occH, int, 0, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, occW, int, 12, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, yOff, int, 15, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, benefit, int, 65, 62, 3, 3
org.apache.batik.ext.awt.image.rendered.TileBlock, occupied, [Z, 3, 3, 3, 3
org.apache.batik.gvt.CompositeShapePainter, shape, java.awt.Shape, 5709, 1903, 1903, 1903
org.apache.batik.gvt.CompositeShapePainter, count, int, 18940, 3806, 1903, 1903
org.apache.batik.gvt.CompositeShapePainter, painters, [Lorg.apache.batik.gvt.ShapePainter;, 22746, 1903, 1903, 1903
org.apache.batik.dom.svg.SVGOMAnimatedNumberList, emptyAllowed, boolean, 0, 286, 286, 286
org.apache.batik.dom.svg.SVGOMAnimatedNumberList, defaultValue, java.lang.String, 0, 286, 286, 286
org.apache.batik.dom.svg.SVGOMAnimatedNumberList, baseVal, org.apache.batik.dom.svg.SVGOMAnimatedNumberList$BaseSVGNumberList, 420, 210, 210, 286
org.apache.batik.dom.svg.SVGOMAnimatedNumberList, animVal, org.apache.batik.dom.svg.SVGOMAnimatedNumberList$AnimSVGNumberList, 420, 210, 210, 286
org.apache.batik.dom.svg.SVGOMAnimatedNumberList, changing, boolean, 0, 0, 0, 286
org.apache.batik.util.SoftDoublyIndexedTable, count, int, 3, 3, 3, 3
org.apache.batik.util.SoftDoublyIndexedTable, referenceQueue, java.lang.ref.ReferenceQueue, 3, 3, 3, 3
org.apache.batik.util.SoftDoublyIndexedTable, table, [Lorg.apache.batik.util.SoftDoublyIndexedTable$Entry;, 15, 3, 3, 3
org.apache.batik.dom.GenericAttrNS, readonly, boolean, 329, 0, 157, 157
org.apache.batik.bridge.DocumentLoader, cacheMap, java.util.HashMap, 10, 3, 3, 3
org.apache.batik.bridge.DocumentLoader, documentFactory, org.apache.batik.dom.svg.SVGDocumentFactory, 3, 3, 3, 3
org.apache.batik.bridge.DocumentLoader, userAgent, org.apache.batik.bridge.UserAgent, 0, 3, 3, 3
org.apache.batik.gvt.CanvasGraphicsNode, backgroundPaint, java.awt.Paint, 5, 0, 5, 5
org.apache.batik.gvt.CanvasGraphicsNode, viewingTransform, java.awt.geom.AffineTransform, 18, 8, 5, 5
org.apache.batik.gvt.CanvasGraphicsNode, positionTransform, java.awt.geom.AffineTransform, 14, 2, 5, 5
java.lang.invoke.InnerClassLambdaMetafactory$ForwardingMethodGenerator, this$0, java.lang.invoke.InnerClassLambdaMetafactory, 0, 0, 0, 2
org.apache.crimson.parser.XMLReaderImpl, prefixes, boolean, 9, 9, 3, 3
org.apache.crimson.parser.XMLReaderImpl, entityResolver, org.xml.sax.EntityResolver, 3, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, parser, org.apache.crimson.parser.Parser2, 39, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, declHandler, org.xml.sax.ext.DeclHandler, 3, 0, 3, 3
org.apache.crimson.parser.XMLReaderImpl, contentHandler, org.xml.sax.ContentHandler, 3, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, errorHandler, org.xml.sax.ErrorHandler, 3, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, lexicalHandler, org.xml.sax.ext.LexicalHandler, 3, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, parsing, boolean, 18, 6, 3, 3
org.apache.crimson.parser.XMLReaderImpl, dtdHandler, org.xml.sax.DTDHandler, 3, 3, 3, 3
org.apache.crimson.parser.XMLReaderImpl, validation, boolean, 9, 9, 3, 3
org.apache.crimson.parser.XMLReaderImpl, namespaces, boolean, 9, 9, 3, 3
org.apache.batik.css.engine.StyleDeclaration, priorities, [Z, 6557, 2513, 2513, 2513
org.apache.batik.css.engine.StyleDeclaration, indexes, [I, 6803, 2513, 2513, 2513
org.apache.batik.css.engine.StyleDeclaration, values, [Lorg.apache.batik.css.engine.value.Value;, 6855, 2513, 2513, 2513
org.apache.batik.css.engine.StyleDeclaration, count, int, 8239, 298, 2513, 2513
org.apache.batik.ext.awt.image.renderable.RedRable, src, org.apache.batik.ext.awt.image.rendered.CachableRed, 41, 5, 5, 5
org.apache.batik.gvt.FillShapePainter, shape, java.awt.Shape, 4933, 1903, 1903, 1903
org.apache.batik.gvt.FillShapePainter, paint, java.awt.Paint, 4786, 1903, 1903, 1903
org.apache.batik.bridge.SVGFontFace, fontFamily, org.apache.batik.gvt.font.GVTFontFamily, 0, 4, 4, 4
org.apache.batik.bridge.SVGFontFace, fontFaceElement, org.w3c.dom.Element, 0, 4, 4, 4
org.apache.crimson.parser.AttributeDecl, isRequired, boolean, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, defaultValue, java.lang.String, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, values, [Ljava.lang.String;, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, isFromInternalSubset, boolean, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, name, java.lang.String, 0, 6, 6, 6
org.apache.crimson.parser.AttributeDecl, type, java.lang.String, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, isFixed, boolean, 0, 0, 0, 6
org.apache.crimson.parser.AttributeDecl, valueDefault, java.lang.String, 0, 0, 0, 6
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, pixels, [I, 7027, 16, 16, 16
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, y0, int, 40, 16, 16, 16
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, scanStride, int, 7051, 16, 16, 16
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, x0, int, 40, 16, 16, 16
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, zeros, [I, 7027, 16, 16, 16
org.apache.batik.ext.awt.image.rendered.PadRed$ZeroRecter_INT_PACK, base, int, 24, 16, 16, 16
jdk.internal.org.objectweb.asm.Frame, owner, jdk.internal.org.objectweb.asm.Label, 2435, 0, 100, 202
jdk.internal.org.objectweb.asm.Frame, inputLocals, [I, 523, 101, 101, 202
jdk.internal.org.objectweb.asm.Frame, outputLocals, [I, 2115, 69, 85, 202
jdk.internal.org.objectweb.asm.Frame, outputStackTop, int, 4180, 1605, 100, 202
jdk.internal.org.objectweb.asm.Frame, initializationCount, int, 18, 9, 9, 202
jdk.internal.org.objectweb.asm.Frame, inputStack, [I, 0, 101, 101, 202
jdk.internal.org.objectweb.asm.Frame, outputStack, [I, 3185, 106, 100, 202
jdk.internal.org.objectweb.asm.Frame, initializations, [I, 27, 9, 9, 202
org.apache.batik.ext.awt.image.SVGComposite, rule, org.apache.batik.ext.awt.image.CompositeRule, 6, 10, 10, 10
org.apache.batik.util.SoftReferenceCache$SoftRefKey, this$0, org.apache.batik.util.SoftReferenceCache, 0, 5, 5, 5
org.apache.batik.util.SoftReferenceCache$SoftRefKey, key, java.lang.Object, 0, 5, 5, 5
org.apache.batik.apps.rasterizer.SVGConverterFileSource, ref, java.lang.String, 9, 0, 3, 3
org.apache.batik.apps.rasterizer.SVGConverterFileSource, file, java.io.File, 18, 3, 3, 3
org.apache.batik.bridge.SVGTextElementBridge, laidoutText, java.text.AttributedString, 0, 0, 0, 6
org.apache.batik.bridge.SVGTextElementBridge, cssProceedElement, org.w3c.dom.Element, 0, 0, 0, 6
org.apache.batik.bridge.SVGTextElementBridge, usingComplexSVGFont, boolean, 210, 6, 6, 6
org.apache.batik.bridge.SVGTextElementBridge, endLimit, int, 212, 672, 3, 6
org.apache.batik.bridge.SVGTextElementBridge, childNodeRemovedEventListener, org.apache.batik.bridge.SVGTextElementBridge$DOMChildNodeRemovedEventListener, 0, 0, 0, 6
org.apache.batik.bridge.SVGTextElementBridge, elemTPI, java.util.WeakHashMap, 1520, 6, 6, 6
org.apache.batik.bridge.SVGTextElementBridge, subtreeModifiedEventListener, org.apache.batik.bridge.SVGTextElementBridge$DOMSubtreeModifiedEventListener, 0, 0, 0, 6
org.apache.batik.bridge.SVGTextElementBridge, hasNewACI, boolean, 0, 0, 0, 6
org.apache.batik.ext.awt.image.rendered.PadRed, padMode, org.apache.batik.ext.awt.image.PadMode, 14, 14, 14, 14
org.apache.batik.ext.awt.image.rendered.PadRed, hints, java.awt.RenderingHints, 0, 14, 14, 14
jdk.internal.org.objectweb.asm.AnnotationWriter, next, jdk.internal.org.objectweb.asm.AnnotationWriter, 436, 0, 76, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, parent, jdk.internal.org.objectweb.asm.ByteVector, 436, 218, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, named, boolean, 0, 218, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, cw, jdk.internal.org.objectweb.asm.ClassWriter, 0, 218, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, size, int, 436, 0, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, bv, jdk.internal.org.objectweb.asm.ByteVector, 872, 218, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, offset, int, 436, 218, 218, 218
jdk.internal.org.objectweb.asm.AnnotationWriter, prev, jdk.internal.org.objectweb.asm.AnnotationWriter, 218, 218, 76, 218
org.apache.batik.dom.svg.AbstractSVGLengthList$SVGLengthItem, this$0, org.apache.batik.dom.svg.AbstractSVGLengthList, 0, 424, 424, 424
org.apache.batik.dom.svg.AbstractSVGLengthList$SVGLengthItem, parentList, org.apache.batik.dom.svg.AbstractSVGList, 0, 424, 424, 424
org.dacapo.parser.ConfigFileTokenManager, curChar, char, 6429, 2690, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjstateSet, [I, 6224, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, image, java.lang.StringBuffer, 149, 150, 1, 1
org.dacapo.parser.ConfigFileTokenManager, input_stream, org.dacapo.parser.SimpleCharStream, 3565, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, curLexState, int, 878, 25, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjrounds, [I, 5730, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, defaultLexState, int, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedPos, int, 2396, 1319, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimage, java.lang.StringBuffer, 150, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjnewStateCnt, int, 4308, 4410, 1, 1
org.dacapo.parser.ConfigFileTokenManager, debugStream, java.io.PrintStream, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimageLen, int, 729, 878, 1, 1
org.dacapo.parser.ConfigFileTokenManager, lengthOfMatch, int, 0, 729, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedKind, int, 6794, 2770, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjround, int, 7028, 1298, 1, 1
org.apache.crimson.parser.InternalEntity, buf, [C, 0, 15, 15, 15
org.apache.batik.dom.svg.SVGOMFilterElement, externalResourcesRequired, org.apache.batik.dom.svg.SVGOMAnimatedBoolean, 0, 1, 1, 1
org.apache.batik.dom.svg.SVGOMFilterElement, filterUnits, org.apache.batik.dom.svg.SVGOMAnimatedEnumeration, 0, 1, 1, 1
org.apache.batik.dom.svg.SVGOMFilterElement, x, org.apache.batik.dom.svg.SVGOMAnimatedLength, 0, 1, 1, 1
org.apache.batik.dom.svg.SVGOMFilterElement, width, org.apache.batik.dom.svg.SVGOMAnimatedLength, 0, 1, 1, 1
