About to transcode 3 SVG file(s)

Converting mapWaadt.svg to /home/mariocesar/Descargas/disl-2.1/bin/./scratch/mapWaadt.png ... ... success
Converting mapSpain.svg to /home/mariocesar/Descargas/disl-2.1/bin/./scratch/mapSpain.png ... ... success
Converting sydney.svg to /home/mariocesar/Descargas/disl-2.1/bin/./scratch/sydney.png ... ... success
CLASS, VARIABLE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.batik.bridge.AbstractGraphicsNodeBridge, al, 0, 0, 0, 51
org.apache.batik.bridge.AbstractGraphicsNodeBridge, isSVG12, 0, 4725, 20, 51
org.apache.batik.dom.GenericComment, readonly, 27, 0, 27, 27
org.apache.batik.dom.GenericComment, ownerDocument, 0, 27, 27, 27
org.dacapo.harness.Batik, args, 1, 1, 1, 1
org.dacapo.harness.Batik, method, 1, 1, 1, 1
org.dacapo.harness.Batik, loader, 1, 0, 1, 1
org.dacapo.harness.Batik, constructor, 1, 1, 1, 1
org.dacapo.harness.Batik, scratch, 4, 0, 1, 1
org.dacapo.harness.Batik, config, 1, 0, 1, 1
org.apache.batik.ext.awt.image.rendered.TranslateRed, deltaX, 3, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.TranslateRed, deltaY, 3, 3, 3, 3
org.apache.batik.gvt.text.BidiAttributedCharacterIterator, newCharOrder, 3221, 238, 238, 238
org.apache.batik.gvt.text.BidiAttributedCharacterIterator, reorderedACI, 40529, 238, 238, 238
org.apache.batik.gvt.text.BidiAttributedCharacterIterator, frc, 0, 238, 238, 238
org.apache.batik.gvt.text.BidiAttributedCharacterIterator, chunkStart, 0, 238, 238, 238
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, emptyAllowed, 0, 1140, 1140, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, defaultValue, 0, 1140, 1140, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, hasAnimVal, 528, 0, 528, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, baseVal, 4744, 844, 976, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, animVal, 2528, 844, 844, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, changing, 528, 0, 528, 1140
org.apache.batik.dom.svg.SVGOMAnimatedLengthList, direction, 0, 1140, 1140, 1140
org.apache.batik.dom.svg.AbstractSVGTransform, parent, 0, 0, 0, 9
org.apache.batik.dom.svg.AbstractSVGTransform, itemStringValue, 0, 0, 0, 9
org.apache.batik.dom.svg.AbstractSVGTransform, xOnly, 0, 0, 0, 9
org.apache.batik.dom.svg.AbstractSVGTransform, this$0, 0, 0, 0, 9
org.apache.batik.dom.svg.AbstractSVGTransform, type, 0, 18, 9, 9
org.apache.batik.dom.svg.AbstractSVGTransform, affineTransform, 0, 9, 9, 9
org.apache.batik.dom.svg.AbstractSVGTransform, angleOnly, 0, 0, 0, 9
org.apache.crimson.parser.Parser2$NameCache, next, 4, 133, 3, 3
org.apache.crimson.parser.Parser2$NameCache, hashtable, 16768, 3, 3, 3
org.apache.crimson.parser.Parser2$NameCache, name, 133, 266, 3, 3
org.apache.crimson.parser.Parser2$NameCache, chars, 266, 133, 3, 3
org.apache.batik.ext.awt.image.rendered.FilterAlphaRed, props, 1, 0, 1, 1
org.apache.batik.dom.svg.SVGOMDocument$AnimAttrListener, this$0, 4973, 3, 3, 3
org.apache.batik.dom.svg.SVGOMDocument$AnimAttrListener, animatedAttributeListeners, 4973, 0, 3, 3
org.apache.batik.gvt.renderer.BasicTextPainter, fontRenderContext, 0, 1, 1, 1
org.apache.batik.gvt.renderer.BasicTextPainter, aaOffFontRenderContext, 0, 1, 1, 1
org.apache.batik.dom.svg.SVGOMImageElement, preserveAspectRatio, 5, 10, 5, 5
org.apache.batik.dom.svg.SVGOMImageElement, x, 10, 5, 5, 5
org.apache.batik.dom.svg.SVGOMImageElement, width, 10, 5, 5, 5
org.apache.batik.dom.svg.SVGOMImageElement, y, 10, 5, 5, 5
org.apache.batik.dom.svg.SVGOMImageElement, height, 10, 5, 5, 5
org.apache.crimson.parser.Parser2$DocLocator, this$0, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, isCSSNavigableDocument, 3, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, lineHeightIndex, 180, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, valueManagers, 56967, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleDeclarationDocumentHandler, 111, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleSheet, 0, 5, 3, 3
org.apache.batik.css.engine.CSSEngine, document, 12, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, shorthandIndexes, 6, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleSheetNodes, 4773, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, colorIndex, 180, 6, 3, 3
org.apache.batik.css.engine.CSSEngine, nonCSSPresentationalHints, 7405, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, media, 4736, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, classLocalName, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleDeclarationBuilder, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, indexes, 530, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleNamespaceURI, 2383, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, cssContext, 2387, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, shorthandManagers, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, classNamespaceURI, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, pseudoElementNames, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, fontSizeIndex, 180, 6, 3, 3
org.apache.batik.css.engine.CSSEngine, element, 1, 4768, 3, 3
org.apache.batik.css.engine.CSSEngine, styleLocalName, 4766, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, documentURI, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, listeners, 3, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, cssConditionFactory, 42, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, cssBaseURI, 2, 2395, 3, 3
org.apache.batik.css.engine.CSSEngine, fontFaces, 3, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, userAgent, 0, 6, 3, 3
org.apache.batik.css.engine.CSSEngine, nonCSSPresentationalHintsNamespaceURI, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, parser, 187, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, styleSheetDocumentHandler, 10, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, alternateStyleSheet, 0, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, ALL_PROPERTIES, 180, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, userStyleSheet, 2383, 0, 3, 3
org.apache.batik.css.engine.CSSEngine, cssNavigableDocumentListener, 3, 0, 3, 3
org.apache.batik.css.engine.CSSEngine, styleMap, 0, 74, 3, 3
org.apache.batik.css.engine.CSSEngine, userAgentStyleSheet, 4766, 3, 3, 3
org.apache.batik.css.engine.CSSEngine, selectorAttributes, 2, 3, 3, 3
org.apache.batik.ext.awt.image.rendered.Any2LsRGBRed, srcIssRGB, 2, 4, 2, 2
org.apache.batik.dom.util.HashTable$Entry, next, 0, 117, 117, 117
org.apache.batik.dom.util.HashTable$Entry, value, 0, 117, 117, 117
org.apache.batik.dom.util.HashTable$Entry, hash, 0, 117, 117, 117
org.apache.batik.dom.util.HashTable$Entry, key, 0, 117, 117, 117
org.apache.batik.ext.awt.image.codec.png.IDATOutputStream, bytesWritten, 5439, 1382, 3, 3
org.apache.batik.ext.awt.image.codec.png.IDATOutputStream, segmentLength, 2604, 3, 3, 3
org.apache.batik.ext.awt.image.codec.png.IDATOutputStream, buffer, 1456, 3, 3, 3
org.apache.batik.ext.awt.image.codec.png.IDATOutputStream, out, 770, 0, 3, 3
org.apache.commons.cli.CommandLine, args, 4, 1, 1, 1
org.apache.commons.cli.CommandLine, options, 43, 1, 1, 1
org.apache.batik.dom.svg.SVGOMStyleElement$DOMCharacterDataModifiedListener, this$0, 0, 2, 2, 2
org.apache.batik.parser.PathParser, current, 201943, 51647, 1884, 1884
org.apache.batik.parser.PathParser, reader, 51647, 0, 1884, 1884
org.apache.batik.parser.PathParser, pathHandler, 53495, 3768, 1884, 1884
org.apache.batik.gvt.font.GVTLineMetrics, leading, 0, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, overlineOffset, 476, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, baselineIndex, 0, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, numChars, 0, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, underlineOffset, 476, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, strikethroughThickness, 476, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, descent, 714, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, overlineThickness, 476, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, ascent, 1428, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, strikethroughOffset, 476, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, underlineThickness, 952, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, baselineOffsets, 3332, 476, 476, 476
org.apache.batik.gvt.font.GVTLineMetrics, height, 0, 476, 476, 476
org.apache.batik.dom.svg.SVGOMURIReferenceElement, externalResourcesRequired, 0, 0, 0, 1
org.apache.batik.dom.svg.SVGOMURIReferenceElement, href, 0, 1, 1, 1
org.apache.batik.script.InterpreterPool, factories, 1, 1, 1, 1
org.apache.batik.gvt.event.GraphicsNodeChangeEvent, changeSource, 0, 15597, 2373, 4746
jdk.internal.org.objectweb.asm.MethodVisitor, maxStackSize, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, descriptor, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, previousFrame, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, localVarCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, annd, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, stackMap, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, compute, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, methodParametersCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, api, 2, 107, 107, 107
jdk.internal.org.objectweb.asm.MethodVisitor, anns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, ictanns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, ctanns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, mv, 20, 107, 107, 107
jdk.internal.org.objectweb.asm.MethodVisitor, maxStack, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, localVarType, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, exceptions, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, attrs, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, labels, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, maxLocals, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, tanns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, currentLocals, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, name, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, handlerCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, subroutines, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, lineNumber, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, desc, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, frame, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, access, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, code, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, signature, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, exceptionCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, methodParameters, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, classReaderOffset, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, lastHandler, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, previousBlock, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, stackSize, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, ipanns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, itanns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, cattrs, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, currentBlock, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, synthetics, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, lastCodeOffset, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, firstHandler, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, ianns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, localVarTypeCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, frameCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, lineNumberCount, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, cw, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, localVar, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, resize, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, panns, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, classReaderLength, 0, 0, 0, 107
jdk.internal.org.objectweb.asm.MethodVisitor, previousFrameOffset, 0, 0, 0, 107
org.apache.batik.css.engine.value.svg.EnableBackgroundManager, orientation, 0, 0, 0, 1
org.apache.batik.dom.svg.SVGGraphicsElement, externalResourcesRequired, 0, 2321, 2321, 2321
org.apache.batik.dom.svg.SVGGraphicsElement, transform, 2157, 2321, 2321, 2321
org.apache.batik.dom.svg.SVGGraphicsElement, motionTransform, 2134, 0, 2134, 2321
org.apache.batik.bridge.AbstractSVGBridge, cl, 0, 0, 0, 215
org.apache.batik.bridge.AbstractSVGBridge, bl, 0, 0, 0, 215
org.apache.batik.bridge.AbstractSVGBridge, al, 0, 0, 0, 215
org.apache.batik.gvt.StrokeShapePainter, shape, 4915, 1903, 1903, 1903
org.apache.batik.gvt.StrokeShapePainter, paint, 5282, 1903, 1903, 1903
org.apache.batik.gvt.StrokeShapePainter, strokedShape, 3012, 3409, 1903, 1903
org.apache.batik.gvt.StrokeShapePainter, stroke, 6403, 1903, 1903, 1903
org.apache.crimson.jaxp.SAXParserImpl, parser, 0, 3, 3, 3
org.apache.crimson.jaxp.SAXParserImpl, validating, 6, 6, 3, 3
org.apache.crimson.jaxp.SAXParserImpl, xmlReader, 9, 3, 3, 3
org.apache.crimson.jaxp.SAXParserImpl, namespaceAware, 3, 6, 3, 3
org.apache.batik.dom.svg.AbstractSVGAnimatedLength$AnimSVGLength, this$0, 480, 220, 220, 220
org.apache.batik.dom.svg.AbstractSVGAnimatedLength$AnimSVGLength, hasAnimVal, 240, 0, 220, 220
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, this$0, 0, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, x, 1763, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, y1, 1763, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, y, 1763, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, x1, 1763, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, y2, 1763, 1763, 1763, 1763
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegCurvetoCubicItem, x2, 1763, 1763, 1763, 1763
org.apache.batik.bridge.ViewBox$ViewHandler, hasId, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, hasPreserveAspectRatio, 0, 8, 8, 8
org.apache.batik.bridge.ViewBox$ViewHandler, hasTransform, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, meet, 0, 16, 8, 8
org.apache.batik.bridge.ViewBox$ViewHandler, viewBox, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, hasZoomAndPanParams, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, viewTargetParams, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, hasViewBox, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, isMagnify, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, hasViewTargetParams, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, id, 0, 0, 0, 8
org.apache.batik.bridge.ViewBox$ViewHandler, align, 0, 8, 8, 8
org.apache.batik.ext.awt.image.rendered.TileMap$TileMapLRUMember, parent, 0, 62, 62, 62
org.apache.batik.ext.awt.image.rendered.TileMap$TileMapLRUMember, pt, 0, 62, 62, 62
org.apache.batik.ext.awt.image.rendered.TileMap$TileMapLRUMember, hRaster, 0, 62, 62, 62
org.apache.batik.ext.awt.image.rendered.TileMap$TileMapLRUMember, wRaster, 0, 62, 62, 62
org.apache.batik.apps.rasterizer.DestinationType, extension, 3, 4, 4, 4
org.apache.batik.apps.rasterizer.DestinationType, code, 1, 4, 4, 4
org.apache.batik.apps.rasterizer.DestinationType, type, 0, 4, 4, 4
org.apache.batik.dom.util.HashTableStack, next, 16, 0, 3, 3
org.apache.batik.dom.util.HashTableStack, current, 8557, 13, 3, 3
org.apache.batik.dom.util.HashTableStack, defaultStr, 2821, 8, 3, 3
org.apache.batik.dom.util.HashTableStack, pushCount, 5666, 5647, 3, 3
org.apache.batik.dom.util.HashTableStack, table, 63, 0, 3, 3
org.apache.batik.ext.awt.image.CompositeRule, k1, 0, 0, 0, 9
org.apache.batik.ext.awt.image.CompositeRule, k2, 0, 0, 0, 9
org.apache.batik.ext.awt.image.CompositeRule, k3, 0, 0, 0, 9
org.apache.batik.ext.awt.image.CompositeRule, rule, 8, 9, 9, 9
org.apache.batik.ext.awt.image.CompositeRule, k4, 0, 0, 0, 9
org.apache.batik.gvt.font.GVTGlyphMetrics, gm, 6569, 6303, 6303, 6303
org.apache.batik.gvt.font.GVTGlyphMetrics, verticalAdvance, 3586, 6303, 6303, 6303
org.apache.batik.dom.svg.SVGOMEllipseElement, cx, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, cy, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, rx, 6, 6, 6, 6
org.apache.batik.dom.svg.SVGOMEllipseElement, ry, 6, 6, 6, 6
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegMovetoLinetoItem, this$0, 0, 46541, 46541, 46541
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegMovetoLinetoItem, x, 46541, 46541, 46541, 46541
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegMovetoLinetoItem, y, 46541, 46541, 46541, 46541
org.apache.batik.dom.AbstractText, readonly, 0, 0, 0, 8688
org.apache.batik.dom.AbstractAttrNS, readonly, 0, 0, 0, 157
org.apache.batik.dom.AbstractAttrNS, namespaceURI, 805, 157, 157, 157
org.apache.batik.dom.util.HashTableStack$Link, next, 13, 8, 8, 8
org.apache.batik.dom.util.HashTableStack$Link, defaultStr, 5, 5, 5, 8
org.apache.batik.dom.util.HashTableStack$Link, pushCount, 0, 8, 8, 8
org.apache.batik.dom.util.HashTableStack$Link, table, 0, 8, 8, 8
org.apache.batik.ext.awt.image.renderable.AffineRable8Bit, invAffine, 2, 1, 1, 1
org.apache.batik.ext.awt.image.renderable.AffineRable8Bit, srcs, 2, 0, 1, 1
org.apache.batik.ext.awt.image.renderable.AffineRable8Bit, affine, 2, 1, 1, 1
org.apache.batik.dom.svg.SVGOMAnimatedLength, defaultValue, 0, 221, 221, 221
org.apache.batik.ext.awt.image.rendered.ComponentTransferRed, operation, 1, 1, 1, 1
jdk.internal.org.objectweb.asm.FieldVisitor, itanns, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, access, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, signature, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, ianns, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, attrs, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, fv, 0, 12, 12, 12
jdk.internal.org.objectweb.asm.FieldVisitor, cw, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, tanns, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, name, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, api, 0, 12, 12, 12
jdk.internal.org.objectweb.asm.FieldVisitor, value, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, desc, 0, 0, 0, 12
jdk.internal.org.objectweb.asm.FieldVisitor, anns, 0, 0, 0, 12
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, this$0, 0, 49699, 49699, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, letter, 0, 49699, 49699, 49699
org.apache.batik.dom.svg.AbstractSVGPathSegList$SVGPathSegItem, type, 49699, 49699, 49699, 49699
org.apache.batik.bridge.FontFace, fontFamily, 0, 0, 0, 4
org.apache.batik.bridge.FontFace, fontFaceElement, 0, 0, 0, 4
org.apache.batik.bridge.FontFace, srcs, 0, 4, 4, 4
org.apache.batik.css.engine.value.StringValue, unitType, 26216, 423, 423, 423
org.apache.batik.css.engine.value.StringValue, value, 20673, 423, 423, 423
org.apache.batik.bridge.BridgeContext, eventListenerSet, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, animatedAttributeListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, viewportMap, 8, 3, 3, 3
org.apache.batik.bridge.BridgeContext, nodeElementMap, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, childContexts, 3, 3, 3, 3
org.apache.batik.bridge.BridgeContext, primaryContext, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, document, 16, 3, 3, 3
org.apache.batik.bridge.BridgeContext, animationLimitingAmount, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, documentSize, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, defaultBridge, 5, 0, 3, 3
org.apache.batik.bridge.BridgeContext, domNodeInsertedEventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, cursorManager, 0, 3, 3, 3
org.apache.batik.bridge.BridgeContext, domNodeRemovedEventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, namespaceURIMap, 9189, 3, 3, 3
org.apache.batik.bridge.BridgeContext, elementDataMap, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, interpreterPool, 0, 3, 3, 3
org.apache.batik.bridge.BridgeContext, isSVG12, 4725, 3, 3, 3
org.apache.batik.bridge.BridgeContext, domAttrModifiedEventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, fontFamilyMap, 914, 6, 3, 3
org.apache.batik.bridge.BridgeContext, animationLimitingMode, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, dynamicStatus, 6428, 3, 3, 3
org.apache.batik.bridge.BridgeContext, userAgent, 3153, 3, 3, 3
org.apache.batik.bridge.BridgeContext, gvtBuilder, 46, 3, 3, 3
org.apache.batik.bridge.BridgeContext, xblManager, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, cssPropertiesChangedListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, documentLoader, 37, 3, 3, 3
org.apache.batik.bridge.BridgeContext, viewportStack, 44, 6, 3, 3
org.apache.batik.bridge.BridgeContext, extensions, 6, 6, 3, 3
org.apache.batik.bridge.BridgeContext, focusManager, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, textPainter, 212, 0, 3, 3
org.apache.batik.bridge.BridgeContext, interpreterMap, 6, 3, 3, 3
org.apache.batik.bridge.BridgeContext, domCharacterDataModifiedEventListener, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, animationEngine, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, elementNodeMap, 3, 0, 3, 3
org.apache.batik.bridge.BridgeContext, updateManager, 0, 0, 0, 3
org.apache.batik.bridge.BridgeContext, reservedNamespaceSet, 5, 0, 3, 3
org.apache.batik.bridge.UnitProcessor$DefaultContext, e, 0, 4731, 4731, 4731
org.apache.batik.bridge.UnitProcessor$DefaultContext, ctx, 0, 4731, 4731, 4731
org.apache.batik.ext.awt.image.rendered.LRUCache, maxSize, 0, 2, 1, 1
org.apache.batik.ext.awt.image.rendered.LRUCache, used, 74, 2, 1, 1
org.apache.batik.ext.awt.image.rendered.LRUCache, free, 162, 2, 1, 1
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, strings, 478, 212, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, count, 454, 450, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, length, 1364, 450, 212, 212
org.apache.batik.bridge.SVGTextElementBridge$AttributedStringBuffer, attributes, 448, 212, 212, 212
org.apache.batik.util.ParsedURLData, path, 368, 142, 11, 28
org.apache.batik.util.ParsedURLData, protocol, 384, 142, 13, 28
org.apache.batik.util.ParsedURLData, ref, 146, 142, 25, 28
org.apache.batik.util.ParsedURLData, port, 108, 142, 13, 28
org.apache.batik.util.ParsedURLData, stream, 11, 93, 10, 28
org.apache.batik.util.ParsedURLData, host, 261, 213, 13, 28
org.apache.batik.util.ParsedURLData, contentEncoding, 0, 71, 1, 28
org.apache.batik.util.ParsedURLData, contentTypeCharset, 0, 0, 0, 28
org.apache.batik.util.ParsedURLData, contentType, 6, 71, 4, 28
org.apache.batik.util.ParsedURLData, hasBeenOpened, 3, 82, 10, 28
org.apache.batik.util.ParsedURLData, contentTypeMediaType, 0, 0, 0, 28
org.apache.batik.css.engine.value.ListValue, length, 458, 116, 57, 57
org.apache.batik.css.engine.value.ListValue, items, 686, 57, 57, 57
org.apache.batik.css.engine.value.ListValue, separator, 0, 57, 57, 57
org.apache.batik.bridge.SVGTextElementBridge$AbstractTextChildTextContent, this$0, 0, 14, 14, 14
org.apache.batik.parser.LengthParser, current, 7834, 2509, 672, 672
org.apache.batik.parser.LengthParser, reader, 2509, 0, 672, 672
org.apache.batik.parser.LengthParser, lengthHandler, 1180, 920, 672, 672
org.apache.crimson.parser.ExternalEntity, systemId, 3, 0, 3, 3
org.apache.crimson.parser.ExternalEntity, notation, 0, 0, 0, 3
org.apache.crimson.parser.ExternalEntity, publicId, 3, 0, 3, 3
org.apache.crimson.parser.ExternalEntity, verbatimSystemId, 0, 0, 0, 3
