CLASS, VARIABLE, READS, WRITES, INSTANCES-USE-VARIABLE, INSTANCES-TOTAL
org.apache.xerces.dom.CoreDocumentImpl, fChild, 0, 834, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, ownerDocument, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeURI, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fXPathEvaluator, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeLastChild, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fFreeNLCache, 3394, 1696, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, domNormalizer, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, allowGrammarAccess, 0, 6, 6, 6
org.apache.xerces.dom.CoreDocumentImpl, fNodeName, 0, 0, 0, 6
org.apache.xerces.dom.CoreDocumentImpl, fIdName, 0, 0, 0, 6
net.sourceforge.pmd.symboltable.AbstractScope, parent, 167378, 11198, 11375, 11418
net.sourceforge.pmd.symboltable.AbstractScope, packageImage, 0, 0, 0, 11418
net.sourceforge.pmd.symboltable.AbstractScope, classNames, 0, 0, 0, 11418
org.apache.xerces.impl.dv.dtd.ListDatatypeValidator, fItemValidator, 0, 3, 3, 3
net.sourceforge.pmd.ast.SimpleJavaAccessNode, modifiers, 7788, 3720, 3719, 7417
net.sourceforge.pmd.ast.SimpleJavaAccessNode, isInterface, 0, 0, 0, 7417
net.sourceforge.pmd.jaxen.AttributeAxisIterator, node, 224050, 28352, 28352, 28351
net.sourceforge.pmd.jaxen.AttributeAxisIterator, method, 224050, 0, 28351, 28351
net.sourceforge.pmd.jaxen.AttributeAxisIterator, name, 224042, 0, 28352, 28351
net.sourceforge.pmd.jaxen.AttributeAxisIterator, position, 476426, 252400, 28352, 28351
net.sourceforge.pmd.jaxen.AttributeAxisIterator, methodWrappers, 476440, 28352, 28352, 28351
net.sourceforge.pmd.jaxen.AttributeAxisIterator, currObj, 728772, 252397, 28352, 28351
net.sourceforge.pmd.ast.ASTCompilationUnit, comments, 0, 220, 220, 220
net.sourceforge.pmd.ast.ASTCompilationUnit, classTypeResolver, 0, 220, 220, 220
org.jaxen.expr.DefaultBinaryExpr, lhs, 66042, 1024, 512, 512
org.jaxen.expr.DefaultBinaryExpr, rhs, 52088, 1024, 512, 512
org.apache.xerces.impl.dv.SecuritySupport$1, this$0, 0, 6, 6, 6
org.apache.xerces.impl.dv.SecuritySupport$2, this$0, 0, 6, 6, 6
net.sourceforge.pmd.ast.ASTExplicitConstructorInvocation, thisOrSuper, 0, 34, 34, 289
org.apache.xerces.impl.dtd.XMLEntityDecl, systemId, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, baseSystemId, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, notation, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, name, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, inExternal, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, value, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, publicId, 0, 0, 0, 18
org.apache.xerces.impl.dtd.XMLEntityDecl, isPE, 0, 0, 0, 18
org.apache.xerces.impl.dv.SecuritySupport$3, this$0, 0, 12, 12, 12
org.apache.xerces.impl.dv.SecuritySupport$3, val$cl, 24, 12, 12, 12
net.sourceforge.pmd.ast.ASTImportDeclaration, isImportOnDemand, 1203, 6, 403, 403
net.sourceforge.pmd.ast.ASTImportDeclaration, isStatic, 0, 0, 0, 403
net.sourceforge.pmd.ast.ASTImportDeclaration, pkg, 0, 371, 371, 403
org.apache.xerces.parsers.AbstractDOMParser, fConfiguration, 90, 0, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fAttrQName, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fSkippedElemStack, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCreateEntityRefNodes, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fInCDATASection, 6491, 774, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocumentImpl, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocumentType, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fLocator, 12, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDOMFilter, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDeferNodeExpansion, 9865, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCurrentNode, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCurrentCDATASectionIndex, 3570, 774, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fInDTDExternalSubset, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fIncludeIgnorableWhitespace, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocumentTypeIndex, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocument, 6, 12, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fStorePSVI, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fInEntityRef, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fRejectedElement, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fStringBuffer, 6, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCurrentNodeIndex, 9463, 3371, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fFilterReject, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fFirstChunk, 0, 12, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, length, 3302, 0, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCurrentCDATASection, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fRoot, 6, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fInDTD, 3304, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fErrorHandler, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fBaseURIStack, 6, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fIncludeComments, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocumentIndex, 6, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fNamespaceAware, 1301, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fUseEntityResolver2, 0, 0, 0, 6
org.apache.xerces.parsers.AbstractDOMParser, fDeferredDocumentImpl, 18528, 12, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fCreateCDATANodes, 3186, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, fDocumentClassName, 0, 6, 6, 6
org.apache.xerces.parsers.AbstractDOMParser, rawname, 1293, 0, 6, 6
org.apache.xerces.dom.ElementImpl, name, 2980, 1296, 1296, 1295
org.apache.xerces.dom.ElementImpl, fNodeIndex, 0, 0, 0, 1295
org.apache.xerces.dom.ElementImpl, attributes, 4953, 366, 364, 1295
org.apache.xerces.dom.ElementImpl, ownerDocument, 1296, 0, 1296, 1295
org.apache.xerces.xni.parser.XMLInputSource, fByteStream, 6, 6, 6, 6
org.apache.xerces.xni.parser.XMLInputSource, fPublicId, 6, 6, 6, 6
org.apache.xerces.xni.parser.XMLInputSource, fEncoding, 6, 6, 6, 6
org.apache.xerces.xni.parser.XMLInputSource, fSystemId, 6, 6, 6, 6
org.apache.xerces.xni.parser.XMLInputSource, fBaseSystemId, 6, 6, 6, 6
org.apache.xerces.xni.parser.XMLInputSource, fCharStream, 6, 6, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fInputStream, 228, 6, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fSurrogate, 222, 6, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fLocale, 0, 12, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fBuffer, 219321, 6, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fFormatter, 0, 12, 6, 6
org.apache.xerces.impl.io.UTF8Reader, fOffset, 222, 0, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeExtra, 14693, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNamespacesEnabled, 2532, 12, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, docElement, 1296, 12, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fIdCount, 0, 0, 0, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeCount, 27074, 9016, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, nextSibling, 0, 4587, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fIdElement, 1302, 0, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeType, 55758, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, mutationEvents, 6, 12, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodePrevSib, 19555, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fBufferStr, 4908, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeParent, 10699, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, firstChild, 0, 1290, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fStrChunks, 7907, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeValue, 14911, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, previousSibling, 0, 3297, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fCount, 20698, 15473, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeURI, 2536, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeLastChild, 19669, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, value, 0, 1194, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fNodeName, 5063, 6, 6, 6
org.apache.xerces.dom.DeferredDocumentImpl, fIdName, 0, 0, 0, 6
org.apache.xerces.dom.DeferredDocumentImpl, ownerNode, 0, 4589, 6, 6
net.sourceforge.pmd.rules.basic.BooleanInstantiation, customBoolean, 29686, 219, 1, 2
org.dacapo.harness.TeeOutputStream, toScreen, 67594, 4, 2, 2
org.dacapo.harness.TeeOutputStream, log, 202818, 8, 2, 2
org.dacapo.harness.TeeOutputStream, logFile, 4, 2, 2, 2
org.dacapo.harness.TeeOutputStream, version, 0, 2, 2, 2
net.sourceforge.pmd.AbstractJavaRule, regexpFunctionRegistered, 0, 0, 0, 13
net.sourceforge.pmd.AbstractJavaRule, nodeNameToXPaths, 0, 0, 0, 13
net.sourceforge.pmd.AbstractJavaRule, typeofFunctionRegistered, 0, 0, 0, 13
org.apache.xerces.impl.dtd.XMLSimpleType, datatypeValidator, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, defaultValue, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, nonNormalizedDefaultValue, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, name, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, type, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, enumeration, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, list, 0, 0, 0, 24
org.apache.xerces.impl.dtd.XMLSimpleType, defaultType, 0, 0, 0, 24
org.dacapo.harness.TeePrintStream, out, 6, 0, 2, 2
net.sourceforge.pmd.ast.ASTVariableDeclaratorId, arrayDepth, 9, 9, 9, 4673
net.sourceforge.pmd.ast.ASTVariableDeclaratorId, nameDeclaration, 9359, 4673, 4673, 4673
org.jaxen.expr.DefaultLocationPath, steps, 299019, 952, 952, 952
net.sourceforge.pmd.PMD$1, val$shortNamesEnabled, 1298, 1, 1, 1
net.sourceforge.pmd.PMD$1, val$inputPath, 1298, 1, 1, 1
org.apache.xerces.dom.CDATASectionImpl, fNodeIndex, 0, 0, 0, 384
net.sourceforge.pmd.symboltable.NameFinder, names, 86240, 29082, 29083, 29082
org.apache.xerces.impl.XMLEntityManager$CharacterBuffer, isExternal, 0, 6, 6, 6
org.apache.xerces.impl.XMLEntityManager$CharacterBuffer, ch, 0, 6, 6, 6
net.sourceforge.pmd.symboltable.ScopeAndDeclarationFinder, scopes, 34034, 220, 220, 220
net.sourceforge.pmd.symboltable.Search, decl, 20861, 20861, 20860, 20860
net.sourceforge.pmd.symboltable.Search, occ, 38731, 20861, 20860, 20860
org.apache.xerces.impl.validation.ValidationState, fIdRefTable, 12, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fEntityState, 0, 24, 12, 12
org.apache.xerces.impl.validation.ValidationState, fNamespaces, 0, 24, 12, 12
org.apache.xerces.impl.validation.ValidationState, fSymbolTable, 0, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fNormalize, 0, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fExtraChecking, 0, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fNamespaceContext, 0, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fIdTable, 12, 12, 12, 12
org.apache.xerces.impl.validation.ValidationState, fFacetChecking, 0, 12, 12, 12
org.apache.xerces.dom.DeferredDocumentImpl$RefCount, this$0, 0, 18, 18, 18
org.apache.xerces.dom.DeferredDocumentImpl$RefCount, fCount, 0, 0, 0, 18
org.jaxen.saxpath.base.XPathReader, handler, 26750, 368, 184, 184
org.jaxen.saxpath.base.XPathReader, tokens, 161950, 368, 184, 184
org.jaxen.saxpath.base.XPathReader, lexer, 11616, 368, 184, 184
net.sourceforge.pmd.util.filter.NotFilter, filter, 658, 0, 4, 4
org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher, fEntityScanner, 24, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher, fContentDispatcher, 6, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher, this$0, 72, 12, 12, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher, fMarkupDepth, 6, 6, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$PrologDispatcher, fScannerState, 12, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fEntityScanner, 26511, 6, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fAttributes, 3840, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fStringBuffer2, 0, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fTempString2, 1242, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fNamespaces, 2544, 0, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fDispatcher, 24, 42, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fTempString, 5794, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fBindNamespaces, 0, 0, 0, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fEntityDepth, 1314, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fAttributeQName, 3706, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fDocumentHandler, 20094, 12, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fStandalone, 12, 18, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fDTDValidator, 0, 0, 0, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fScannerState, 0, 6378, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fSingleChar, 24, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fCurrentElement, 1235, 1308, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fElementStack, 2603, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fStringBuffer, 9958, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fParserSettings, 12, 0, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fScanningAttribute, 12, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fExternalSubsetResolver, 0, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, length, 3701, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fInScanContent, 6, 24, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fPerformValidation, 0, 0, 0, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fEntityStack, 1314, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fEntityManager, 18, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fNotifyBuiltInRefs, 24, 24, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fContentDispatcher, 12, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fMarkupDepth, 5574, 2994, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fElementQName, 9047, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fStrings, 24, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fSawSpace, 0, 0, 0, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fHasExternalDTD, 1236, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fQName, 0, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fExternalEntity, 0, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, fTempAugmentations, 0, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl, rawname, 5052, 0, 6, 12
org.apache.xerces.util.XMLAttributesImpl$Attribute, next, 0, 0, 0, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, nonNormalizedValue, 0, 0, 0, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, schemaId, 0, 0, 0, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, name, 0, 72, 72, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, type, 0, 0, 0, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, augs, 0, 72, 72, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, value, 0, 0, 0, 72
org.apache.xerces.util.XMLAttributesImpl$Attribute, specified, 0, 0, 0, 72
net.sourceforge.pmd.dfa.report.ClassNode, className, 419, 14, 14, 14
net.sourceforge.pmd.ast.ASTIfStatement, hasElse, 5381, 379, 2685, 2690
net.sourceforge.pmd.dfa.report.ReportTree, level, 5216, 2608, 14, 225
net.sourceforge.pmd.dfa.report.ReportTree, rootNode, 433, 225, 225, 225
org.apache.xerces.impl.XMLVersionDetector, fEntityManager, 48, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, fEncoding, 6, 12, 6, 6
org.apache.xerces.impl.XMLVersionDetector, baseCharOffset, 0, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, ch, 24, 0, 6, 6
org.apache.xerces.impl.XMLVersionDetector, columnNumber, 0, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, fSymbolTable, 0, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, count, 18, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, fErrorReporter, 6, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, fExpectedVersionString, 120, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, position, 30, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, lineNumber, 0, 6, 6, 6
org.apache.xerces.impl.XMLVersionDetector, startPosition, 0, 6, 6, 6
org.jaxen.expr.DefaultStep, predicates, 225069, 2584, 2584, 2584
org.jaxen.expr.DefaultStep, axis, 800196, 2584, 2584, 2584
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, fEntityScanner, 12, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, fEntityManager, 6, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, fPrologDispatcher, 6, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, this$0, 48, 12, 12, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, fMarkupDepth, 6, 6, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, fCurrentEntity, 6, 0, 6, 12
org.apache.xerces.impl.XMLDocumentScannerImpl$XMLDeclDispatcher, mayReadChunks, 0, 6, 6, 12
org.apache.xerces.xni.QName, prefix, 3825, 6779, 18, 18
org.apache.xerces.xni.QName, localpart, 3823, 6783, 18, 18
org.apache.xerces.xni.QName, uri, 3825, 6783, 18, 18
org.apache.xerces.xni.QName, rawname, 3827, 6782, 18, 18
org.apache.xerces.util.XMLAttributesImpl, nonNormalizedValue, 0, 2477, 6, 12
org.apache.xerces.util.XMLAttributesImpl, fLength, 17026, 2532, 6, 12
org.apache.xerces.util.XMLAttributesImpl, fAttributes, 14635, 18, 12, 12
org.apache.xerces.util.XMLAttributesImpl, fTableViewBuckets, 0, 12, 12, 12
org.apache.xerces.util.XMLAttributesImpl, fNamespaces, 0, 24, 12, 12
org.apache.xerces.util.XMLAttributesImpl, type, 0, 1236, 6, 12
org.apache.xerces.util.XMLAttributesImpl, fIsTableViewConsistent, 0, 0, 0, 12
org.apache.xerces.util.XMLAttributesImpl, uri, 2471, 0, 6, 12
org.apache.xerces.util.XMLAttributesImpl, augs, 3706, 0, 6, 12
org.apache.xerces.util.XMLAttributesImpl, specified, 1235, 2470, 6, 12
org.apache.xerces.util.XMLAttributesImpl, fAttributeTableViewChainState, 0, 0, 0, 12
org.apache.xerces.util.XMLAttributesImpl, fAttributeTableView, 0, 0, 0, 12
org.apache.xerces.util.XMLAttributesImpl, name, 5849, 0, 6, 12
org.apache.xerces.util.XMLAttributesImpl, fLargeCount, 0, 12, 12, 12
org.apache.xerces.util.XMLAttributesImpl, value, 1235, 2469, 6, 12
org.apache.xerces.util.XMLAttributesImpl, rawname, 4610, 0, 6, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack, fElements, 5434, 12, 12, 12
org.apache.xerces.impl.XMLDocumentFragmentScannerImpl$ElementStack, fSize, 5184, 2604, 12, 12
net.sourceforge.pmd.ast.JavaParserVisitorAdapter, scopes, 0, 0, 0, 1099
org.dacapo.parser.ConfigFileTokenManager, curChar, 9931, 2982, 1, 1
org.dacapo.parser.ConfigFileTokenManager, endLine, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjstateSet, 12834, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, image, 204, 205, 1, 1
org.dacapo.parser.ConfigFileTokenManager, input_stream, 4139, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, endColumn, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, specialToken, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, beginColumn, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, curLexState, 204, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjrounds, 12384, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, defaultLexState, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedPos, 249, 607, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimage, 205, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjnewStateCnt, 8653, 8778, 1, 1
org.dacapo.parser.ConfigFileTokenManager, debugStream, 0, 1, 1, 1
org.dacapo.parser.ConfigFileTokenManager, beginLine, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjimageLen, 0, 204, 1, 1
org.dacapo.parser.ConfigFileTokenManager, lengthOfMatch, 0, 0, 0, 1
org.dacapo.parser.ConfigFileTokenManager, jjmatchedKind, 1220, 612, 1, 1
org.dacapo.parser.ConfigFileTokenManager, jjround, 14745, 2361, 1, 1
org.jaxen.expr.DefaultLiteralExpr, literal, 28480, 240, 240, 240
net.sourceforge.pmd.ast.SimpleJavaTypeNode, comments, 0, 0, 0, 494520
net.sourceforge.pmd.ast.SimpleJavaTypeNode, classTypeResolver, 0, 0, 0, 494520
net.sourceforge.pmd.ast.SimpleJavaTypeNode, type, 112841, 132044, 145096, 494520
org.apache.xerces.parsers.DOMParser, fConfiguration, 54, 0, 6, 6
org.apache.xerces.parsers.DOMParser, fUseEntityResolver2, 0, 6, 6, 6
net.sourceforge.pmd.dfa.report.ViolationNode, ruleViolation, 241947, 433, 433, 433
org.dacapo.parser.Config$Size, args, 0, 4, 4, 4
org.dacapo.parser.Config$Size, nThreads, 0, 4, 4, 4
org.dacapo.parser.Config$Size, outputFiles, 24, 4, 4, 4
org.dacapo.parser.Config$Size, this$0, 4, 4, 4, 4
org.dacapo.parser.Config$Size, name, 0, 4, 4, 4
org.dacapo.parser.Config$Size, threadLimit, 3, 4, 4, 4
org.dacapo.parser.Config$Size, description, 0, 0, 0, 4
net.sourceforge.pmd.jaxen.Attribute, parent, 28261, 224049, 224038, 224031
net.sourceforge.pmd.jaxen.Attribute, method, 28257, 224033, 224023, 224031
net.sourceforge.pmd.jaxen.Attribute, name, 224043, 224041, 224033, 224031
net.sourceforge.pmd.symboltable.LocalScope, variableNames, 59131, 8363, 8363, 8363
org.dacapo.harness.TestHarness, className, 1, 0, 1, 1
org.dacapo.harness.TestHarness, config, 5, 1, 1, 1
org.apache.xerces.impl.XMLEntityManager$ExternalEntity, notation, 0, 24, 12, 12
org.apache.xerces.impl.XMLEntityManager$ExternalEntity, entityLocation, 0, 24, 12, 12
net.sourceforge.pmd.rules.XPathRule, regexpFunctionRegistered, 88, 88, 22, 23
net.sourceforge.pmd.rules.XPathRule, nodeNameToXPaths, 121856, 88, 22, 23
net.sourceforge.pmd.rules.XPathRule, typeofFunctionRegistered, 88, 88, 22, 23
org.jaxen.expr.IdentitySet, contents, 143287, 63505, 63504, 63502
org.jaxen.expr.iter.IterableAxis, value, 575522, 2584, 2584, 2584
net.sourceforge.pmd.RuleSetFactory, minPriority, 202, 2, 1, 1
org.dacapo.harness.Callback, args, 2, 1, 1, 1
org.dacapo.harness.Callback, mode, 4, 1, 1, 1
org.dacapo.harness.Callback, elapsed, 1, 1, 1, 1
org.dacapo.harness.Callback, timer, 1, 1, 1, 1
org.dacapo.harness.Callback, times, 1, 0, 1, 1
org.dacapo.harness.Callback, iterations, 0, 1, 1, 1
org.dacapo.harness.Callback, verbose, 3, 2, 1, 1
org.apache.xerces.util.SymbolTable$Entry, next, 0, 114, 114, 114
org.apache.xerces.util.SymbolTable$Entry, characters, 228, 114, 114, 114
org.apache.xerces.util.SymbolTable$Entry, symbol, 0, 114, 114, 114
net.sourceforge.pmd.CommonAbstractRule, usesTypeResolution, 220, 203, 14, 120
net.sourceforge.pmd.CommonAbstractRule, regexpFunctionRegistered, 0, 0, 0, 120
net.sourceforge.pmd.CommonAbstractRule, typeofFunctionRegistered, 0, 0, 0, 120
net.sourceforge.pmd.CommonAbstractRule, description, 0, 204, 34, 120
net.sourceforge.pmd.CommonAbstractRule, usesDFA, 7480, 0, 34, 120
net.sourceforge.pmd.CommonAbstractRule, externalInfoUrl, 0, 204, 34, 120
net.sourceforge.pmd.CommonAbstractRule, priority, 21726, 406, 72, 120
